,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
734,2017.4094.1,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,Household Textiles,Curtain,0000,0000,Unknown
735,2017.4094.2,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,Household Textiles,Curtain,1929,1900,Unknown
736,2017.4094.3,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,Household Textiles,Curtain,1929,1900,Unknown
737,2017.4095.1,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,Household Textiles,Curtain,1929,1900,Unknown
738,2017.4095.2,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,Household Textiles,Curtain,1929,1900,Unknown
739,2017.4095.3,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,Household Textiles,Curtain,1929,1900,Unknown
740,2017.4097,Unknown,Holidays / Hill House,A rectangular writing desk made of stained wood. The frame around the desk has a solid back panel and the two side panels have slats. The desk has two drawers with brass oblong shaped handles. The table is supported by four tapering legs.,,Writing Desk,1999,1900,Unknown
741,2017.4098,Liberty & Co.,Holidays / Hill House,"A wardrobe/chest of drawers from Liberty of London.  On the left hand side there is a rectangular wardrobe with mirror front. On the right hand side there is a back panel with two shelves and underneath a set of two drawers and one long drawer which also runs underneath the wardrobe. Made of dark stained wood, the wardrobe and drawers have round looped brass handles. A white label in the top drawer has ""Liberty & Co London"" in black text.",Furniture and Furnishings,Wardrobe,1999,1900,Unknown
742,2017.4099,Unknown,Holidays / Hill House,"A bedside table made of stained wood, which has a square top with rectangular body. There is one drawer with an oblong brass handle and one cabinet with oblong brass handle. It is supported by four legs with squared edges.",Furniture and Furnishings,Bedside Table,1999,1900,Unknown
743,2017.4100.1,Unknown,Holidays / Hill House,One of a set. A single bed made of dark stained wood. The head board and foot board have rectangular slats and a lighter colour wood panel in the centre of each splat.  The corner of each board has a rectangular flat top.,Furniture and Furnishings,Bed,1999,1900,Unknown
744,2017.4100.2,Unknown,Holidays / Hill House,One of a set. A single bed made of dark stained wood. The head board and foot board have rectangular slats and a lighter colour wood panel in the centre of each splat. The corner of each board has a rectangular flat top.,Furniture and Furnishings,Bed,1999,1900,Unknown
745,2017.4101,Unknown,Holidays / Hill House,"A wooden, rectangular towel rail with four rails. The two sides have a cut out floral motif decoration at the top and bottom. The top of the rail has been carved into a curved shape and the frame is attached by a single rectangular stretcher.",Furniture and Furnishings,Towel Rail,1999,1900,Unknown
746,2017.4102.1,Unknown,Holidays / Hill House,"One of a set. A single bed made of dark wood and rectangular in shape with a head board and a foot board. The head board is raised higher than the foot board. Both boards have two groups of three rectangular splats with a group of four splats in the middle and one flat stretcher across the top of the board. The bed is supported by four legs which narrow towards the bottom, and by slats underneath.",Furniture and Furnishings,Bed,1999,1900,Unknown
747,2017.4102.2,Unknown,Holidays / Hill House,"One of a set. A single bed, made of dark wood and rectangular in shape, with a head board and foot board. The head board is raised higher than the foot board.  Both have two groups of three rectangular splats with a group of four rectangular splats in the middle and one flat stretcher across the top. The bed is supported by four legs which narrow towards the bottom, and by slats underneath.",Furniture and Furnishings,Bed,1999,1900,Unknown
748,2017.4103,Unknown,Holidays / Hill House,A towel rail made of dark stained wood.  The two supporting sides have lighter wood details in the shape of squares and a long line. The top and bottom of the two supporting sides have curved edges. There are six rails and one supporting stretcher at the bottom.,Furniture and Furnishings,Towel Rail,1999,1900,Unknown
749,2017.4104,Unknown,Holidays / Hill House,"A wooden bench which is rectangular in shape. It has a plain back with flat top. The two arm rests curve in the middle and have been carved to a triangular slant. The bench is supported by a solid board at the two sides and back, and there is a curved support underneath.",Furniture and Furnishings,Bench,1999,1900,Unknown
750,2017.4105,Unknown,Holidays / Hill House,"A rectangular wardrobe made of light stained wood.  It has a black geometric painted design of lines and fans, and a floral motif. One cupboard has a mirror front with a brass handle which is round with pointed edges. The second  cupboard has a brass looped handle and lock and key. The four sets of drawers each have brass looped handles .",Furniture and Furnishings,Wardrobe,1999,1900,Unknown
751,2017.4106,Unknown,Holidays / Hill House,A wood bedside table with a square top and rectangular body. It is decorated with a painted floral motif of leaves and diamonds on the body and the top of the table. It has a triangular brass handle.,Furniture and Furnishings,Bedside Table,1999,1900,Unknown
752,2017.4107,Unknown,Holidays / Hill House,A brass bed with head board and foot board. The brass slats on each board have rounded tops and the top corners have large rounded finials. The bed rests on four legs with metal castors.,Furniture and Furnishings,Bed,0000,0000,Unknown
753,2017.4108,Unknown,Holidays / Hill House,A dressing table made of light wood with a central oval mirror flanked by a set of two drawers on either side. The table has two front drawers with two rounded finials on each. The table is decorated with black geometric lines and it is supported by four turned legs which are tapered in the middle and sit on four ceramic castors.,Furniture and Furnishings,Dressing Table,1999,1900,Unknown
754,2017.4109,Unknown,Holidays / Hill House,A towel rail made of dark stained wood with four rails. The sides are rectangular and taper to the bottom. The cut out sides have a central splat and are supported by rectangular stretcher.,Furniture and Furnishings,Towel Rail,0000,0000,Unknown
755,2017.411,Unknown,Holidays / Hill House,A bedside table with a square top and rectangular body. Decorated with a painted floral motif of leaves and diamonds on the body and a raised rim around the top.,Furniture and Furnishings,Table,1999,1900,Unknown
756,2017.4111,Unknown,Hill House / Dressing Room / Chest of Drawers,A brush box in red crocodile skin with a metal buckle on the front to fasten the front flap.,Toiletry,Box,1929,1900,Unknown
757,2017.4117,Unknown,Hill House / White Bedroom,A steel and metal mesh fire guard with rounded corners. There are four thin straight legs which bends at the bottom into a foot. The feet are attached by rivets on the front of the fire guard.,Fire and Fireplace,Fire Guard,1929,1900,Unknown
758,2017.412,Unknown,Hill House / White Bedroom,A large cream linen bedspread made of three panels machine sewn together.,Household Textiles,Bedspread,1929,1900,Unknown
759,2017.4121.1,Unknown,Hill House / White Bedroom,"One of a set of two panels made in the Mackintosh style to hang at each side of the bed with a cotton back. At the top is a pink cotton panel, the middle consists of a cream cotton panel and at the bottom a black cotton panel. There is a border in gold synthetic material. The stylised image depicts a woman in purple facing to the left with a hand drawn face made from white kid leather and a gold halo in a mesh like material. Handstitched.",Household Textiles,Panel,1929,1900,Unknown
760,2017.4121.2,Unknown,Hill House / White Bedroom,"One of a set of two panels made in the Mackintosh style to hang at each side of the bed with a cotton back. At the top is a pink cotton panel, the middle consists of a cream cotton panel and at the bottom a black cotton panel. There is a border in gold synthetic material. The stylised image depicts a woman in purple facing to the left with a hand drawn face made from white kid leather and a gold halo in a mesh like material. Handstitched.",Household Textiles,Panel,1929,1900,Unknown
761,2017.4122.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of two strips of wallpaper from the right hand side of the Night Nursery window, which were found in November 1997. Cream ground with orange weave type pattern.",Miscellaneous,Wallpaper,1929,1900,Unknown
762,2017.4122.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of two strips of wallpaper from the right hand side of the Night Nursery window, which were found in November 1997. Cream ground with orange weave type pattern.",Miscellaneous,Wallpaper,1929,1900,Unknown
763,2017.4123,"Younger, Jane",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A watercolour by Jane Younger entitled: 'In the Garden of the Hill House', signed with monogram. Colourful watercolour of the garden and plants at the Hill House in a brass coloured frame which has a mottled effect. Sticker on the back by framer shows that it was framed by Jon Gibson, 112 Bothwell Street, Glasgow.","Paintings, Drawings and Prints",Painting,1929,1900,Unknown
764,2017.4124,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,A tapered embroidered tea cosy with stylised flowers and blue triangle outlines with padded orange cotton lining.  Green spherical plastic beads are sewn on all over the tea cosy. The tea cosy is machine stitched.,"Cooking, Dining and Drinking",Tea Cosy,1969,1930,Unknown
765,2017.4125,"Mackintosh, Charles Rennie",Hill House / Upper Hall / Linen Cupboard A / Shelf 1,A silvered stirrup key designed by Charles Rennie Mackintosh and is used to open the writing desk in the Library.,Miscellaneous,Key,1929,1900,Unknown
766,2017.4126.3,William McClymont,Hill House / Upper Hall / Linen Cupboard A / Shelf 4,A black and white handdrawn print by William McClymont of the front of the Hill House before the landscaping of the gardens. Mounted in off-white and grey card and framed in a wooden frame.,"Paintings, Drawings and Prints",Drawing,0000,0000,Unknown
767,2017.4127,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 2,"Two drawings mounted in one frame. They are the designs for the 'House at Helensburgh for W.W. Blackie Esq.', portraying the North elevation & the South elevation both inscribed ""North elevation and South elevation"". Pencil, grey & blue wash, inscribed & dated ""Glasgow, July 1902' and 'House at Helensburgh for W.W. Blackie Esq.'","Paintings, Drawings and Prints",Drawing,1929,1900,Unknown
