object_number,record_type,number_of_parts,object_category,object_name,title,description,material.part,condition.part,creator,creator.qualifier,creator.role,production.place,production.period,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,part_of_reference,parts_reference,current_location
2017.4152,single object,1,Miscellaneous,Cistern,,A Lead cistern with holes to hang high on the wall. A metal chain hangs down for flushing.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4153,single object,1,Miscellaneous,Cistern,,A Lead cistern with holes to hang on the wall and a metal chain for flushing.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4154,single object,1,Miscellaneous,Toilet,,"A white ceramic toilet bowl with inverted curve at the front and three separate pipes at the back. There is a makers mark printed in black inside the bowl which reads: 'Fitted with Doulton and Co Ltd. The simplicitas patent works Lambeth and Paisley; Doultons Patent Metallo-keramic joint', and an oval cartouche with bow like detail at the bottom.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4155,single object,1,Miscellaneous,Toilet,,A white ceramic toilet bowl with inverted curve at the front and three separate pipes at the back. There is a makers mark printed in black inside of the bowl which reads: 'Fitted with Doulton and Co Ltd. The simplicitas patent works Lambeth and Paisley; Doultons Patent Metallo-keramic joint' and an oval cartouche with bow like detail at the bottom.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4156.1,single object,1,Household Textiles,Carpet,,One of a set of two fragments of carpet with four pink squares on grey ground.,,,,,,,Early 20th century,1900,,1929,,2017.4156,,Hill House / Attic
2017.4157,single object,1,Household Textiles,Carpet,,An original carpet fragment with a pattern of blue squares on a grey ground. Taken from the Hall.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4158,single object,1,Household Textiles,Carpet,,An original carpet fragment with a pattern of light green squares on a green ground. Taken from the Drawing Room.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4164,single object,1,Miscellaneous,Plaque,,A large wooden plaque to commemorate the centenary of the Blackie publishing house framing a central certificate. The certificate has ornate Arts and Crafts inspired design with 1809 and 1909 in shield shaped cartouches and sits in a moulded glazed wooden frame with two short and one long brass panels with ornate decoration underneath and protruding moulded cornice at the top.,Frame,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4165,single object,3,Furniture and Furnishings,Bed,,"A teak headboard and footboard for a single bed. The base appears to be missing. The headboard has three sets of 3 wooden slats with a protruding moulded cornice on the top of the end struts, cast iron supports for the base and both metal castors intact. The footboard has one thin and one wide panel and is plain. Both of its castors are intact.Spring mattress support, metal spring attached to wooden frame with metal nails and two screw thread bolts.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4166,single object,1,Furniture and Furnishings,Table,,A wooden work table on wood and metal extendable legs with a wooden peg suspended at each side. The top of the table is composed of two panels joined together length ways.,,,,,,,,,,,,,,Hill House / Attic
2017.4167,single object,1,Furniture and Furnishings,Table,,A wooden work table with an additional thin layer of wood attached to the top with nails. The top sits on adjustable wooden legs in an X shape with a steel adjuster in the middle and a dial to hold the height in place. The two legs on each side are joined by one stretcher.,,,,,,,,,,,,,,Hill House / Attic
2017.4168.1,single object,1,Lighting,Lamp Shade,,One of a set of two Coolie lights made from enamelled metal. The lamp shade is black on the outside and white on the inside with a black rim with a cone shape body. There is a brass fitting for the lightbulb.,,,,,,,Early 20th century,1900,,1929,,2017.4168,,Hill House / Attic
2017.4168.2,single object,1,Lighting,Lamp Shade,,One of a set of two Coolie lights made from enamelled metal. The lamp shade is black on the outside and white on the inside with a black rim with a cone shape body. There is a brass fitting for the lightbulb.,,,,,,,Early 20th century,1900,,1929,,2017.4168,,Hill House / Attic
2017.4169.1,single object,2,Household Textiles,Fabric,,Green plastic bag filled with fabric wadding.,Bag,,,,,,Early 20th century,1900,,1929,,2017.4169,,Hill House / Attic
2017.4169.2,single object,2,Household Textiles,Fabric,,Green plastic bag filled with fabric wadding and hessian.,Bag,,,,,,Early 20th century,1900,,1929,,2017.4169,,Hill House / Attic
2017.4169.3,single object,2,Household Textiles,Fabric,,Green plastic bag filled with fabric wadding and plastic coated hessian.,Bag,,,,,,Early 20th century,1900,,1929,,2017.4169,,Hill House / Attic
2017.4169.4,single object,2,Household Textiles,Fabric,,Green plastic bag filled with fabric wadding and hessian.,Bag,,,,,,Early 20th century,1900,,1929,,2017.4169,,Hill House / Attic
2017.4169.5,single object,2,Household Textiles,Fabric,,Green plastic bag filled with fabric wadding and hessian.,Bag,,,,,,Early 20th century,1900,,1929,,2017.4169,,Hill House / Attic
2017.417,single object,1,"Cooking, Dining and Drinking",Roasting Tin,,"A metal meat roasting dish. The dish is made of three parts - the lid, the body and the roasting tray. The lid is oval with a square handle attached by screws. The lid has an inverted curve. The tray is flat and oval with holes pierced and a hooked handle. The dish is oval with a brimmed lip and two metal D shaped handles screwed on each side.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4171,single object,1,"Cooking, Dining and Drinking",Flour Sifter,,A round flour sifter made of wood with a metal mesh net. The body is in two tiers and joined together with nails.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4172.1,single object,2,"Cooking, Dining and Drinking",Storage Jar,,"One of a set of three white ceramic storage jars. The jar has a lid with an inverted curve and a round finial. The body of the jar has a raised ribbed effect. The jar has the word ""PRUNES"" stamped in black on the front.",,,,,,,Early 20th century,1900,,1929,,2017.4172,,Hill House / Attic
2017.4172.2,single object,2,"Cooking, Dining and Drinking",Storage Jar,,"One of a set of three white ceramic storage jars. The jar has a lid with an inverted curve and a round finial. The body of the jar has a raised ribbed effect. The jar has the word ""PEAS"" stamped in black on the front.",,,,,,,Early 20th century,1900,,1929,,2017.4172,,Hill House / Attic
2017.4172.3,single object,2,"Cooking, Dining and Drinking",Storage Jar,,"One of a set of three white ceramic storage jars. The jar has a lid with an inverted curve and a round finial. The body of the jar has a raised ribbed effect. The jar has the word ""BAKING SODA"" stamped in black on the front.",,,,,,,Early 20th century,1900,,1929,,2017.4172,,Hill House / Attic
2017.4172.4,single object,2,"Cooking, Dining and Drinking",Storage Jar,,"One of a set of three white ceramic storage jars. The jar has a lid with an inverted curve and a round finial. The body of the jar has a raised ribbed effect. The jar has the word ""SIFTED SUGAR"" stamped in black on the front.",,,,,,,Early 20th century,1900,,1929,,2017.4172,,Hill House / Attic
2017.4177.1,single object,1,Miscellaneous,Toilet Seat,,One of a set of two wooden toilet seats. The toilet seat is rectangular in shape with curved corners. There is a lid covering the seat and a back panel which joins the seat and the lid with a brass hinge. The seat has an oval cut out and two round rubber pads underneath. There is another panel attached to the back which is vertical.,,,,,,,Early 20th century,1900,,1929,,2017.4177,,Hill House / Attic
2017.4177.2,single object,1,Miscellaneous,Toilet Seat,,One of a set of two wooden toilet seats. The toilet seat is rectangular in shape with curved corners. There is a lid covering the seat and a back panel which joins the seat and the lid with a brass hinge. The seat has an oval cut out and two round rubber pads underneath. There is another panel attached to the back which is vertical.,,,,,,,Early 20th century,1900,,1929,,2017.4177,,Hill House / Attic
2017.4179,single object,1,"Cooking, Dining and Drinking",Cutter,,A round tin pastry cutter with a shaped handle which is welded to the body. The body is round with a plain edge.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4181,single object,1,"Cooking, Dining and Drinking",Spatula,,A tin spatula with a long flat handle and an oval pierced in the end. The handle attaches to the body with two screws. The body of the spatula has a square face with a rounded edge and holes perforated in a geometrical pattern.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4182,single object,1,"Cooking, Dining and Drinking",Grater,,"A rectangular tin cheese grater. The front of the grater has serrated holes with long sharp edges. There are two looped handles on either side. There is a makers mark embossed on one end which reads ""Tala Made in England.""",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4183,single object,1,"Cooking, Dining and Drinking",Strainer,,A metal strainer with a flat handle and a curved end. The handle is screwed to the body with three nails. The body has a solid metal rim and a metal mesh in a cone shape.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.4184,set,7,"Cooking, Dining and Drinking",Spicerack,,"A tin spice rack, which is painted emerald green. The rack holds 6 tin cannisters with lids, also painted light green. The cannisters have different spice names stamped on the front in black.",,,,,,,,,,,,,2017.4184.1,Hill House / See Separate Records for Locations of Parts
2017.4184.1,single object,1,"Cooking, Dining and Drinking",Tray,,"A tin spice rack tray, part of a set of seven. The tray is painted emerald green and rectangular in shape with a squa handle welded to the body. The rack has a raised lip and rests on four round feet.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
2017.4184.2,single object,1,"Cooking, Dining and Drinking",Canister,,"A cylindrical tin canister painted emerald green. The canister has a flat lid with the word ""MACE"" stamped in black.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
2017.4184.3,single object,1,"Cooking, Dining and Drinking",Canister,,"A cylindrical tin canister painted emerald green. The canister has a flat lid with the word ""NUTMEG"" stamped in black.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
2017.4184.4,single object,1,"Cooking, Dining and Drinking",Canister,,"A cylindrical tin canister painted emerald green. The canister has a flat lid with the word ""GINGER"" stamped in black.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
2017.4184.5,single object,1,"Cooking, Dining and Drinking",Canister,,"A cylindrical tin canister painted emerald green. The canister has a flat lid with the word ""ALL SPICE"" stamped in black.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
2017.4184.6,single object,1,"Cooking, Dining and Drinking",Canister,,"A cylindrical tin canister painted emerald green. The canister has a flat lid with the word ""CLOVES"" stamped in black.",,,,,,,Early 20th century,1900,,1929,,2017.4184,,Hill House / Attic
